TargetHeight,WallThickness,AveragePerimeter,x1,x2,x3,x4,x5,x6,x7,x8,Modulus,PlateauStrength,CriticalEfficiency,CriticalStress
20.48650848697475,0.630628572,78.91465496,0.0,0.369261375,0.369261375,-0.146157711,-0.146157711,0.0,0.0,0.0,1444.325157,61.67500206,0.346949942,8.391561749
27.761090202860018,0.798925731,104.344276,53.1246032,0.145584063,0.974326853,-0.228329365,0.227820808,1.711060467,0.140451396,0.033418617,1383.274865,61.7968908,0.714874499,1.1551515
19.000011093145112,0.945992432,153.0,0.0,0.0,0.0,-0.573399931,-0.288999885,6.283185307,0.0,0.0,205.1521301,26.70729638,0.147706079,4.503153476
19.00001606527546,0.819927434,112.3334326,4.764521042,0.209412128,0.649618255,-0.656791518,-0.259603758,0.0,0.000746682,0.020601678,45.9149942,8.424555126,0.330830674,0.567222897
27.21134907135863,0.843378897,99.54931803,28.48619921,0.279470842,0.938091576,-0.22913626,0.150592885,1.781457326,0.163213144,0.040200576,1217.576866,58.39182605,0.287612659,1.315585624
26.32290988619429,0.724056133,122.6445066,97.29729133,0.344913856,0.918392386,-0.224779155,0.382068893,1.787463089,0.305251928,0.02983654,204.1142207,20.13874012,0.554618166,0.188550308
18.99999571375244,0.587490527,156.777444,0.061034929,0.787678252,0.332588731,-0.12511102,-0.320717891,0.0,0.268046768,0.015835059,43.15842399,7.915127046,0.42368562,0.062962127
14.77485633695244,0.676498026,114.1114152,0.0,0.623611744,0.623611744,-0.04724749,-0.04724749,0.0,0.0,0.0,1008.918251,40.00674676,0.377833908,3.87134531
18.999996113174884,0.766356177,120.1859735,104.3751233,0.990856869,0.0912837,0.616877736,-0.22449662,0.762811274,0.486078369,0.005775092,45.34132086,8.719176309,0.432959556,0.008173222
19.00000832751156,0.463162496,378.7841156,308.1852601,0.573876182,0.999752128,0.385132462,0.633427369,0.303268176,0.467988932,0.0055047,13.30190527,2.199123642,0.280539316,0.000327729
18.999999994159978,0.823118623,111.8979216,111.8954439,0.760849394,0.177909397,-0.101993185,-0.666940684,0.180432094,0.133557321,0.010931943,1204.648262,55.20585932,0.453168341,6.381928794
26.822544372873637,0.847643243,92.18299372,42.10443423,0.173904169,0.918708862,-0.203191828,0.150552846,1.850246049,0.124405505,0.036382992,1546.971484,53.90550471,0.708349871,1.637907089
18.99999070192938,0.593183779,244.0,244.0,0.460064776,0.460064776,0.966136029,0.966136029,0.0,0.0,0.0,1263.713797,57.15013871,0.341228872,1.656605959
26.962470380140203,0.842991661,92.60970451,13.11521273,0.26964792,0.941878554,-0.211578682,0.106457204,1.733438415,0.165177848,0.040445484,1217.576866,58.39182605,0.633213454,2.522333004
16.00000595987206,0.464712676,235.3604833,0.0,0.94197673,0.94197673,0.156039228,0.156039228,0.0,0.0,0.0,21.98933541,3.740906202,0.510052576,0.008199741
26.945167695762233,0.848344683,129.185338,69.45253471,0.243510303,0.97037894,-0.186552715,0.34520184,1.694108105,0.181438783,0.029337057,1433.971615,59.8637608,0.628775905,0.95207843
26.35119998788282,0.855861687,88.38529122,44.81759876,0.256995526,0.844339215,-0.239132682,0.109984321,1.656745346,0.127355172,0.035038612,1546.971484,53.90550471,0.634536623,2.159406152
19.000007111885658,0.814956502,113.0186249,82.93924133,0.984501489,0.883148933,0.11442735,0.090521231,0.525660188,0.201721819,0.049758438,41.13099451,7.541047797,0.344200595,0.085690551
18.99997643609128,0.565378289,256.0,256.0,0.433892841,0.0,0.946675289,0.670561663,0.0,0.392699082,0.026315789,36.37804987,6.023905236,0.308352832,0.022769703
18.999988708554735,0.765942974,120.2508101,119.2902766,0.869698563,0.973713034,-0.039093738,0.066109268,0.0,0.075514549,0.014845772,1249.639267,59.82694547,0.219101137,0.097272032
25.511863010374373,0.66422096,139.8783325,0.0,0.202545761,0.202545761,0.68347963,0.68347963,0.0,0.0,0.0,144.6848891,22.3286634,0.19592778,4.284725793
19.00000538914405,0.450385353,389.5299777,352.332021,0.893377291,0.910625546,0.39202654,0.406117544,0.0,0.909914676,0.000479542,21.98933541,3.740906202,0.260866869,0.000229277
26.618714242472,0.882678643,100.9107477,47.87822493,0.569582342,0.948859338,-0.111335276,0.202736607,1.905782364,0.55355574,0.028713113,1410.897215,66.55001636,0.581453512,1.743140546
19.000015377521997,0.937021527,84.25352687,80.9537986,0.657788619,0.052201768,-0.098311808,-0.650259632,0.137354794,0.126857617,0.007680958,721.994285,47.78589527,0.478319105,8.078988338
28.02461729661308,0.830948257,102.5459431,55.25285441,0.166527761,0.977850367,-0.200617206,0.173900771,1.996251531,0.112552293,0.033729815,1383.274865,61.7968908,0.677063073,1.401912313
27.793862907767352,0.852299809,97.58870512,51.03764454,0.262891411,0.973188646,-0.202351678,0.161569129,1.979708517,0.172443654,0.032966933,1411.276387,67.33759306,0.663612721,1.703745276
19.00000967381476,0.617288945,149.209319,135.6070159,0.952279838,0.004642112,0.212111001,0.827818707,0.303483772,0.0,0.0,214.1017414,22.66120667,0.458595658,0.476824127
26.33466095102626,0.790587672,96.92872095,19.08830138,0.098224008,0.981235072,-0.241339572,0.230123541,1.561991106,0.144504809,0.034113865,1473.07099,68.88060687,0.68352955,1.647655396
18.999995136251847,0.562086665,257.4991565,207.8910577,0.081580914,0.975730489,-0.67107781,0.06868506,0.0,0.04452146,0.009903518,12.28842535,1.808398041,0.358646974,0.000474655
27.068446233685176,0.901162079,80.82359223,62.36517571,0.315431833,0.862123988,-0.217389993,0.12779785,2.10708382,0.506445246,0.036405091,1462.811101,59.06747167,0.62940094,1.788824251
18.999990174966943,0.526315789,275.0,275.0,0.0,0.0,0.853919104,0.826373327,0.0,3.141592654,0.157894737,9.11924039,1.84382571,0.169716659,0.070444623
25.000000144971658,0.921755423,126.5700897,99.78655071,0.620343011,0.994165158,-0.04978591,0.254716662,2.282194633,0.696604631,0.024217423,721.994285,47.78589527,0.568658876,0.561642477
18.999980813784813,0.99,146.1988304,146.1988304,0.0,1.137600185,0.279800208,0.279800208,0.0,0.25,0.039473684,17.22031651,3.451365562,0.1473599,0.012796969
19.745692271141124,0.639798398,224.3568538,0.0,0.743309351,0.743309351,0.024103136,0.024103136,1.306337973,0.0,0.0,144.6848891,22.3286634,0.463728681,0.083738065
19.00000049497505,0.464868824,377.3937663,275.7176649,0.907474222,0.998897453,0.373739221,0.238382743,0.846960361,0.204540684,0.028785916,19.68055377,3.45640247,0.488071688,0.000228628
19.000003848084354,0.740050533,124.4580728,115.2756439,0.099407646,0.664825002,-0.500895643,0.370304766,0.0,0.887534582,0.050061277,41.44735714,7.779872164,0.301728223,0.008850075
22.95011817802973,0.81228483,92.74252926,0.0,0.904166437,0.904166437,0.086776571,0.086776571,1.916744197,0.0,0.0,797.2978764,42.74686216,0.470251674,3.897088994
27.004555601873864,0.874036644,97.53466637,50.26772303,0.188975476,0.989970327,-0.237294776,0.181783195,1.655708108,0.175388462,0.035218801,1217.576866,58.39182605,0.660050631,1.420677835
19.00000829608215,0.796583759,115.625334,0.979196954,0.680165568,0.333341696,-0.154101781,-0.392481339,0.126637332,0.0,0.0,44.65861657,8.151125489,0.438241649,0.315827799
26.29873907888917,0.959659292,75.62677971,24.69505171,0.417161436,0.840108365,-0.153819495,-0.023124518,1.597949854,0.231181228,0.031341987,1420.710644,61.10662622,0.525828331,7.280148412
18.999987277193064,0.804969099,114.4208682,5.021886134,0.085866774,0.854395001,-0.444548944,-0.026495058,0.0,0.015021493,0.025225691,44.65861657,8.151125489,0.416219942,0.260860231
27.73787283445774,0.76580829,96.05178143,46.88175146,0.172529879,0.872035665,-0.200926669,0.109733753,1.998746804,0.168304125,0.033821091,1462.811101,59.06747167,0.712569899,1.278034408
19.000002111970268,0.828265688,111.202558,2.648169067,0.635434635,0.999788022,-0.247958163,0.208165722,1.594520994,0.0,0.0,1138.082119,64.35906827,0.459688693,2.192353853
27.40807110964034,0.893397088,91.57231177,39.92450606,0.237991532,0.806098669,-0.195970921,0.445270196,2.661151205,0.276010922,0.030867407,1217.576866,58.39182605,0.524510221,1.312303029
19.0000054043693,0.497377464,291.0,0.0,0.0,0.0,-0.977563792,-0.977563792,6.283185307,0.0,0.0,16.25023124,3.215637801,0.160982844,0.079965545
19.22473516740017,0.695821589,133.7103905,0.0,0.457481246,0.457481246,-0.359057328,-0.359057328,0.0,0.0,0.0,144.6848891,22.3286634,0.303548834,3.392105588
19.000000511198436,0.593183779,244.0,244.0,0.460064776,0.092012955,0.966136029,0.966136029,0.0,0.0,0.0,1263.713797,57.15013871,0.34011294,2.211754047
19.000022531279406,0.795257374,182.0,182.0,0.537728884,0.0,0.537728884,0.627350364,0.0,0.392699082,0.157894737,39.67367413,7.431637484,0.223300863,0.104236067
18.99999935017935,0.598177331,153.976519,0.018040245,0.840776882,0.214184801,-0.076054137,-0.357434147,0.0,0.271291648,0.011835334,43.15842399,7.915127046,0.418723016,0.059607593
19.000007769948912,0.585979118,247.0,247.0,0.305943076,0.393355383,0.961535381,0.874123074,0.0,0.392699082,0.026315789,1463.303147,62.00605643,0.344902272,0.587213839
27.514265436893176,0.848368411,100.3158129,74.19280634,0.309512595,0.962571634,-0.185639668,0.222327252,1.500898881,0.258835667,0.036177656,1411.276387,67.33759306,0.675539507,1.176891979
18.999989322275198,0.497377464,291.0,0.0,0.0,0.0,0.839769055,0.839769055,4.71238898,0.0,0.0,16.25023124,3.215637801,0.136106477,0.009375015
24.999996838115212,0.901817365,92.40599764,94.47314769,0.721981829,0.998262358,0.002363899,0.266322001,2.214575131,0.675866675,0.023296594,1204.648262,55.20585932,0.260912507,0.338589938
18.99999675195628,0.454106076,318.7291464,201.0708784,0.929537214,0.970891196,0.135816024,0.677060369,0.0,0.731834661,0.000343599,12.28842535,1.808398041,0.374798369,0.000522811
