,x1,x2,branin,currin
1,0.5,0.5,-24.129964413622268,-7.40512391329881
2,0.75,0.25,-26.624171220014908,-9.155025719308396
3,0.25,0.75,-22.38348248499986,-6.670310968708846
4,0.375,0.375,-18.111011269006838,-9.352203755165196
5,0.875,0.875,-140.32747319783857,-4.493491640117679
6,0.625,0.125,-6.954951737223514,-10.825757404591467
7,0.125,0.625,-8.57972117932429,-6.870485133087217
8,0.1875,0.3125,-33.738344621143135,-10.935694954234444
9,0.6875,0.8125,-136.34953133391173,-4.954959814319924
10,0.9375,0.0625,-2.580807557829406,-10.235398606780597
11,0.4375,0.5625,-31.321658517480987,-7.167736974326896
12,0.3125,0.1875,-32.80838305214069,-12.33591448729796
13,0.8125,0.6875,-98.34760790686913,-5.39384852309979
14,0.5625,0.4375,-21.127854002025494,-7.720529621544749
15,0.0625,0.9375,-4.4762395820058805,-3.6957398352906283
16,0.09375,0.46875,-41.77178986158392,-7.249886085583081
17,0.59375,0.96875,-166.3236985012143,-4.504763018778482
18,0.84375,0.21875,-15.473497571024838,-9.320966790748804
19,0.34375,0.71875,-44.753611366285824,-6.5062642677175075
20,0.46875,0.09375,-9.320218587634002,-11.875802472944935
21,0.96875,0.59375,-40.64753379393727,-5.809405661780618
22,0.71875,0.34375,-34.73673998799609,-8.18533522224694
23,0.21875,0.84375,-21.110094161886266,-6.16933278807806
24,0.15625,0.15625,-78.863835999175,-12.7664102808046
25,0.65625,0.65625,-83.88052752898044,-5.81089304060342
26,0.90625,0.40625,-21.424386764652148,-7.27583716877524
27,0.40625,0.90625,-98.68064045456067,-5.270108491774897
28,0.28125,0.28125,-26.449512503021804,-11.22730209917924
29,0.78125,0.78125,-130.6499614802284,-4.96711482388718
30,0.53125,0.03125,-4.323605035294332,-11.51564141510027
31,0.03125,0.53125,-70.60758289753784,-3.7655555127683633
32,0.046875,0.265625,-132.44958166552067,-6.467773787668148
33,0.546875,0.765625,-86.10574699756219,-5.478022027966573
34,0.796875,0.015625,-18.419596839926015,-10.471480049575808
35,0.296875,0.515625,-18.882901179508323,-8.311627313929616
36,0.421875,0.140625,-16.326252826011093,-11.946492228168227
37,0.921875,0.640625,-59.69046760890842,-5.557637646652572
38,0.671875,0.390625,-34.68741610290739,-7.8246575359108
39,0.171875,0.890625,-10.325915083003956,-5.821361124233935
40,0.234375,0.078125,-66.7077438958342,-13.748168209577106
41,0.734375,0.578125,-76.58267279862733,-6.154789287622018
42,0.984375,0.328125,-5.548537778539812,-7.971535030045577
43,0.484375,0.828125,-91.54827659731053,-5.358207964558606
44,0.359375,0.453125,-20.835612517872747,-8.580288840462634
45,0.859375,0.953125,-173.79335545972583,-4.22437461755785
46,0.609375,0.203125,-6.826352179230967,-10.151746124632373
47,0.109375,0.703125,-5.721615849057584,-6.0292669474325455
48,0.078125,0.234375,-112.1976108552274,-8.891322772472723
49,0.578125,0.734375,-84.85167897426332,-5.556497990374259
50,0.828125,0.484375,-49.56519448274558,-6.699241886951899
51,0.328125,0.984375,-94.23100780769856,-5.2252130793703
52,0.453125,0.359375,-11.208728253028234,-9.05265402973221
53,0.953125,0.859375,-111.1761902717619,-4.509039406150192
54,0.703125,0.109375,-17.358759641931755,-10.617845144547179
55,0.203125,0.609375,-6.629841078878963,-7.713727714553998
56,0.140625,0.421875,-29.341276210614097,-8.996416057755065
57,0.640625,0.921875,-163.25596656151342,-4.588572606853981
58,0.890625,0.171875,-6.082453618202546,-9.737908071970123
59,0.390625,0.671875,-44.89671234977917,-6.593770048979565
60,0.265625,0.046875,-64.71496987053887,-13.619043062166671
61,0.765625,0.546875,-69.69769078904997,-6.319481069886202
62,0.515625,0.296875,-4.56548779771727,-9.457544101717023
63,0.015625,0.796875,-31.35505223584529,-2.150967704449731
64,0.0234375,0.3984375,-113.69316248768322,-3.8642371009004446
65,0.5234375,0.8984375,-121.01946542495125,-4.9353547015529
66,0.7734375,0.1484375,-20.33690007899526,-10.164284989420928
67,0.2734375,0.6484375,-20.78703705852911,-7.292177762380162
68,0.3984375,0.0234375,-33.162352080346956,-12.494890979691702
69,0.8984375,0.5234375,-41.127325496093036,-6.330137328342706
70,0.6484375,0.2734375,-17.63321512536467,-9.17317100612798
71,0.1484375,0.7734375,-1.0788627013438674,-6.2598534730094535
