,x1,x2,branin,currin
0,0.6896659135818481,0.27823156118392944,-24.615057097037443,-8.988054987748747
1,0.35529518127441406,0.6526157855987549,-37.571637976715216,-6.891305536829031
2,0.10596351325511932,0.24314695596694946,-86.92651709415892,-10.193675754051638
3,0.9427644610404968,0.8675097227096558,-116.69293595742599,-4.48265147593117
4,0.7796870470046997,0.0999089851975441,-18.930348969864077,-10.441058162130656
5,0.1792144477367401,0.9754694700241089,-21.685775198923825,-5.467143650864973
6,0.4226692020893097,0.37731054425239563,-14.63105924422026,-9.024761646439776
7,0.5246183276176453,0.5028772354125977,-26.2159506014851,-7.2805683055818715
8,0.6184192299842834,0.1547141820192337,-6.528122416361139,-10.620437290552582
9,0.4537633955478668,0.7800391912460327,-74.24713250941267,-5.7001960841419255
10,0.21089397370815277,0.3696226477622986,-22.02765395917628,-10.22882011701279
11,0.8731124401092529,0.7449405193328857,-99.68962484673962,-5.048484759899732
12,0.9112067818641663,0.47343185544013977,-29.962338454385446,-6.698714624866194
13,0.012660438194870949,0.5980401039123535,-69.82452402873695,-2.442842750065134
14,0.2613719701766968,0.0008255643770098686,-76.24875308974991,-13.645814109563984
15,0.6584498882293701,0.8754562139511108,-151.30894192074783,-4.73797966104772
16,0.6477867364883423,0.03881928697228432,-10.658296525964182,-10.931412519707608
17,0.3112215995788574,0.9135124087333679,-70.35291138337428,-5.592654809232131
18,0.05653029680252075,0.44123467803001404,-72.41150641708003,-5.734743770831999
19,0.8906504511833191,0.5659063458442688,-51.118997804292334,-6.042505770305539
20,0.8232609033584595,0.3412095308303833,-29.372513736622448,-8.009568492687512
21,0.22156284749507904,0.7165908217430115,-11.935898295091688,-6.929894528609703
22,0.47431400418281555,0.18111109733581543,-5.276415609107025,-11.140859097777245
23,0.5745512843132019,0.8064985871315002,-104.79278817361183,-5.20754894031499
24,0.5430918335914612,0.4113994538784027,-15.605816163980894,-8.050528145174486
25,0.3806380331516266,0.5370257496833801,-27.016839881398546,-7.664129582765486
26,0.12752613425254822,0.06380794197320938,-125.56836902466414,-12.55889549229452
27,0.7924330234527588,0.9394270777702332,-184.96728610467463,-4.325861427152865
28,0.9848089218139648,0.2186424881219864,-1.2174270167025192,-9.156486154170887
29,0.08748047798871994,0.8430638909339905,-2.7558060258907187,-4.781116706975384
30,0.34255874156951904,0.308536171913147,-20.84247867202796,-10.421340765817199
31,0.7413408756256104,0.6829800009727478,-103.1323698118395,-5.5086546841225585
32,0.729489803314209,0.22969965636730194,-24.531606167994433,-9.438986762978848
33,0.3155323266983032,0.8550779819488525,-60.119395989455526,-5.857941230172636
34,0.06668537855148315,0.26479092240333557,-113.14469165741413,-7.862555123200984
35,0.9821036458015442,0.6401773691177368,-47.86093875466768,-5.5259345345008954
36,0.8034014701843262,0.3921521306037903,-38.82600458816286,-7.5350460241171735
37,0.15556107461452484,0.5168443918228149,-13.088521380806924,-8.242550485114645
38,0.39853158593177795,0.11475915461778641,-23.462608504365626,-12.333940750319913
39,0.548816978931427,0.9894280433654785,-160.10739673377867,-4.527192736056987
40,0.5796298384666443,0.35322466492652893,-13.490782130858271,-8.51430791169665
41,0.492613822221756,0.7276469469070435,-66.66740590816354,-5.846915520134314
42,0.2492525279521942,0.1383076012134552,-50.602357693017815,-13.34309878672943
43,0.8348149061203003,0.7627542018890381,-115.20912703239499,-4.997189767901924
44,0.8885344862937927,0.01863688975572586,-7.649441130332498,-10.302554354146036
45,0.035393763333559036,0.8942661285400391,-12.880521168245537,-2.8149043153795206
46,0.28459763526916504,0.49123650789260864,-17.167118566640156,-8.612241090055779
47,0.6352852582931519,0.6168566942214966,-69.26771006648988,-6.100021970120234
48,0.6871261596679688,0.45324277877807617,-46.811926542892316,-7.205052928248589
49,0.27194321155548096,0.5788004994392395,-17.03583143357873,-7.854100213016893
50,0.01676766574382782,0.05083406716585159,-257.08163341190436,-4.731656428099512
51,0.9304741024971008,0.926399827003479,-140.3677216488174,-4.273922058675723
52,0.8474597930908203,0.16672073304653168,-12.551405922563838,-9.852759853349678
53,0.197424978017807,0.7911038994789124,-10.017554386539206,-6.44585313293263
54,0.4506608545780182,0.326827734708786,-9.893431101614455,-9.45524495219039
55,0.5982654690742493,0.7011875510215759,-81.01986758199966,-5.685629291656758
56,0.5047945380210876,0.08067023754119873,-4.320310846374852,-11.659170443061376
57,0.4189963638782501,0.955279529094696,-115.95250214947178,-5.02103113270144
58,0.16637681424617767,0.428253173828125,-21.398633743785652,-9.283883135773262
59,0.7536433935165405,0.5528867840766907,-71.33280500727392,-6.295987746179717
60,0.9616445899009705,0.28929540514945984,-3.8743338582890345,-8.39953480461191
61,0.1107059046626091,0.6646232008934021,-8.347578445999126,-6.295689545299039
62,0.3652923107147217,0.19939503073692322,-23.69900854443326,-11.744758301230124
63,0.7186683416366577,0.8247137665748596,-145.06495351381594,-4.854963912670192
64,0.7084311246871948,0.11879035085439682,-18.02353960827989,-10.552364059572632
65,0.371625155210495,0.9932093620300293,-113.50774374006114,-5.035155978196948
66,0.1209430992603302,0.40401872992515564,-40.366650498495076,-8.751942206466637
67,0.9553117156028748,0.528415322303772,-31.02529844394585,-6.252295227057845
68,0.7590311765670776,0.2529377341270447,-26.78511782746941,-9.100474382777836
69,0.15708468854427338,0.6285930871963501,-4.3914489300556285,-7.309940428661314
70,0.4136086106300354,0.2256513237953186,-14.227602251563745,-11.017544322467515
71,0.5140866637229919,0.8513138294219971,-103.99588455125867,-5.162630221042969
72,0.607528030872345,0.4952467381954193,-38.098647108001,-7.060064049074486
73,0.4453064799308777,0.6206589937210083,-40.52613501749142,-6.699180378249881
74,0.1881624460220337,0.030467234551906586,-97.09330097703511,-13.706768609521276
75,0.8528141975402832,0.9058732986450195,-158.11540724187688,-4.394482823357102
76,0.9241116642951965,0.12649445235729218,-1.9010354221436945,-10.05773208428607
77,0.027038253843784332,0.7511298656463623,-31.644133094849593,-2.8011437165856066
78,0.27830561995506287,0.34920114278793335,-21.194191792723565,-10.299980374311
79,0.6768555641174316,0.7238579988479614,-106.8074105197503,-5.3968535536371265
80,0.6250470876693726,0.3149898052215576,-17.167495392965712,-8.772773796105756
81,0.29093143343925476,0.6895880103111267,-28.478270245478804,-6.929254758014612
82,0.045631926506757736,0.16271817684173584,-170.98691869753725,-7.17024609949244
83,0.8822006583213806,0.7872939705848694,-109.59562814687146,-4.847795448844006
84,0.840201735496521,0.054850004613399506,-12.68075103735669,-10.38163436267033
85,0.2399613857269287,0.9301964640617371,-41.55232802641876,-5.7182537509302245
86,0.48722702264785767,0.46506360173225403,-19.23590751488354,-7.77431759698333
87,0.5889210104942322,0.590417206287384,-52.440211473931754,-6.3962952640053965
88,0.5580804944038391,0.1875361055135727,-1.1544259267117702,-10.570128772525644
89,0.39317625761032104,0.8131352066993713,-72.56064579992653,-5.759848878187474
90,0.14629755914211273,0.28525662422180176,-52.81989512605842,-10.82901656795482
91,0.8087568283081055,0.6608495116233826,-91.91540644814427,-5.543834103981283
92,0.9757421612739563,0.43230918049812317,-15.246657186430083,-6.991370666620672
93,0.07695499807596207,0.5566433072090149,-34.960314166446,-5.930850453295061
94,0.3218937814235687,0.09251584112644196,-43.36503306914825,-13.11588208406829
95,0.7192201614379883,0.966871440410614,-197.6668353724812,-4.311266240860658
96,0.7477052211761475,0.38914090394973755,-42.03521841721711,-7.662997197101987
97,0.33229002356529236,0.5144844055175781,-22.46490838079153,-8.132515971431275
98,0.08111612498760223,0.10391920059919357,-153.88022836805354,-10.201376408807654
99,0.9950776696205139,0.9792717695236206,-139.84607518152,-4.071862264166815
100,0.7831723690032959,0.2391234189271927,-24.55930933558002,-9.20534696380277
101,0.1328824758529663,0.8637207746505737,-1.4900231054559097,-5.597429577449087
102,0.38989871740341187,0.2664184272289276,-16.905188757615576,-10.644656991921847
103,0.5377355217933655,0.6409914493560791,-53.42671580060261,-6.215945429676869
104,0.5691654086112976,0.012692148797214031,-4.366642612146702,-11.299425032508914
105,0.48360806703567505,0.8870271444320679,-108.72458301146926,-5.096121217915216
106,0.22694872319698334,0.4774630665779114,-12.673280322601698,-8.95019492185597
107,0.8139668703079224,0.6018214225769043,-76.40594122305394,-5.88820446941459
108,0.9008895754814148,0.36557433009147644,-17.587360057864583,-7.665451739753504
109,0.05019930750131607,0.7411763668060303,-21.46610040025347,-3.886481043032226
110,0.30098244547843933,0.14286097884178162,-40.20755065521503,-12.951384437108537
111,0.6541177034378052,0.768454909324646,-114.86959989346886,-5.216341233121774
112,0.6648132801055908,0.17707230150699615,-14.359545442778852,-10.219359835287078
113,0.2511042058467865,0.8027248978614807,-28.242450007300615,-6.352716414643068
114,0.006297023966908455,0.32935062050819397,-155.26539744863845,-2.853521726755704
115,0.9214745163917542,0.7050122618675232,-75.39083739993937,-5.2106616313050225
116,0.8638508319854736,0.45308029651641846,-36.89043843098173,-6.91114682391903
117,0.21625123918056488,0.5774982571601868,-8.511691251440512,-7.9934052955519626
118,0.4630250334739685,0.04287527874112129,-14.047106089392132,-11.975511607591278
119,0.6130619645118713,0.9172689318656921,-153.18881405165055,-4.6565758562426005
120,0.5192334055900574,0.30453363060951233,-4.996409326502677,-9.345866108330291
121,0.4319623112678528,0.6791700720787048,-50.05606917918867,-6.365260671919082
122,0.1845993995666504,0.2068045437335968,-54.403323157839495,-12.460883174486764
123,0.770393967628479,0.8314643502235413,-148.15317533218007,-4.760824233225609
124,0.9530045390129089,0.07562875002622604,-1.9996511959169219,-10.208202867564909
125,0.09963158518075943,0.9510437846183777,-2.2344289322679254,-4.650208627212646
126,0.34505507349967957,0.4154154062271118,-19.71119418194808,-9.076423628296826
127,0.6959978342056274,0.5408223271369934,-64.6513103471008,-6.486794833084481
128,0.7001204490661621,0.13395638763904572,-17.548569205309327,-10.481763202313358
129,0.3486705720424652,0.7592933177947998,-52.39681612751364,-6.239908531498525
130,0.09604708105325699,0.3566623330116272,-64.44884206974558,-8.429508224136612
131,0.9489730000495911,0.732021689414978,-75.58525679198435,-5.061157532946863
132,0.7663493156433105,0.4878460466861725,-57.8906909498159,-6.760988239911156
133,0.18100129067897797,0.6124347448348999,-4.975393029796963,-7.616007767147544
134,0.4355913996696472,0.023066803812980652,-22.72170600062249,-12.186818111884145
135,0.5233691334724426,0.8976483345031738,-120.7436377576407,-4.938778386161945
136,0.6167964339256287,0.2614060044288635,-11.268739299650735,-9.430444397245147
137,0.4672728180885315,0.6357496976852417,-44.5184084949808,-6.504256944226267
138,0.21209359169006348,0.23412030935287476,-41.39902114027467,-12.166330506109855
139,0.8601483106613159,0.8584702014923096,-139.1981525594613,-4.567986503106691
140,0.9177588820457458,0.11038282513618469,-2.5072925557974095,-10.151883857592331
